,Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,NA_Percentage,EU_Percentage,JP_Percentage,Other_Percentage,NA_average,EU_average,JP_average,Other_average
3612,3614,DS Bimoji Training,DS,2008,Misc,Nintendo,0.0,0.0,0.56,0.0,0.56,0.0,0.0,100.0,0.0,45.39,22.9,24.42,6.48
3613,3615,WWE 2K15,XOne,2014,Sports,Take-Two Interactive,0.28,0.23,0.0,0.04,0.56,50.0,41.07,0.0,7.14,45.39,22.9,24.42,6.48
3614,3616,Petz Catz Clan,DS,2008,Simulation,Ubisoft,0.48,0.04,0.0,0.04,0.56,85.71,7.14,0.0,7.14,45.39,22.9,24.42,6.48
3615,3617,Soul Sacrifice,PSV,2013,Role-Playing,Sony Computer Entertainment,0.18,0.09,0.22,0.06,0.56,32.14,16.07,39.29,10.71,45.39,22.9,24.42,6.48
3616,3618,G-Force,DS,2009,Action,Disney Interactive Studios,0.27,0.23,0.0,0.06,0.56,48.21,41.07,0.0,10.71,45.39,22.9,24.42,6.48
3617,3619,Tiger Woods PGA Tour 11,Wii,2010,Sports,Electronic Arts,0.24,0.26,0.0,0.06,0.56,42.86,46.43,0.0,10.71,45.39,22.9,24.42,6.48
3618,3620,Soldier of Fortune: Gold Edition,PS2,2001,Shooter,Codemasters,0.27,0.21,0.0,0.07,0.56,48.21,37.5,0.0,12.5,45.39,22.9,24.42,6.48
3619,3621,Rune Factory: A Fantasy Harvest Moon,DS,2006,Role-Playing,Rising Star Games,0.37,0.02,0.14,0.03,0.56,66.07,3.57,25.0,5.36,45.39,22.9,24.42,6.48
3620,3622,Monster Jam: Path of Destruction,Wii,2010,Racing,Activision,0.5,0.02,0.0,0.03,0.56,89.29,3.57,0.0,5.36,45.39,22.9,24.42,6.48
3621,3623,Rapala Tournament Fishing!,Wii,2006,Sports,Activision,0.51,0.0,0.0,0.04,0.56,91.07,0.0,0.0,7.14,45.39,22.9,24.42,6.48
3622,3624,MX 2002 Featuring Ricky Carmichael,PS2,2001,Racing,THQ,0.27,0.21,0.0,0.07,0.56,48.21,37.5,0.0,12.5,45.39,22.9,24.42,6.48
3623,3625,Purr Pals,DS,2007,Simulation,THQ,0.18,0.36,0.0,0.02,0.56,32.14,64.29,0.0,3.57,45.39,22.9,24.42,6.48
3624,3626,NCAA Football 07,XB,2006,Sports,Electronic Arts,0.42,0.12,0.0,0.01,0.56,75.0,21.43,0.0,1.79,45.39,22.9,24.42,6.48
3625,3627,God of War: Origins Collection,PS3,2011,Action,Sony Computer Entertainment,0.39,0.08,0.02,0.06,0.56,69.64,14.29,3.57,10.71,45.39,22.9,24.42,6.48
3626,3628,MX vs. ATV: Alive,X360,2011,Racing,THQ,0.37,0.14,0.0,0.05,0.56,66.07,25.0,0.0,8.93,45.39,22.9,24.42,6.48
3627,3629,Lunar: Silver Star Story Complete,PS,1998,Role-Playing,Kadokawa Shoten,0.27,0.18,0.06,0.04,0.55,49.09,32.73,10.91,7.27,45.39,22.9,24.42,6.48
3628,3630,Dragon Ball: XenoVerse,PS3,2015,Fighting,Namco Bandai Games,0.15,0.2,0.14,0.07,0.55,27.27,36.36,25.45,12.73,45.39,22.9,24.42,6.48
3629,3631,NBA Showtime: NBA on NBC,PS,1999,Sports,Midway Games,0.31,0.21,0.0,0.04,0.55,56.36,38.18,0.0,7.27,45.39,22.9,24.42,6.48
3630,3632,ZhuZhu Pets 2: Featuring The Wild Bunch,DS,2010,Simulation,Activision,0.41,0.11,0.0,0.04,0.55,74.55,20.0,0.0,7.27,45.39,22.9,24.42,6.48
3631,3633,Dragon Age: Inquisition,X360,2014,Role-Playing,Electronic Arts,0.35,0.16,0.0,0.05,0.55,63.64,29.09,0.0,9.09,45.39,22.9,24.42,6.48
3632,3634,Soul Reaver 2,PS2,2001,Action,Eidos Interactive,0.27,0.21,0.0,0.07,0.55,49.09,38.18,0.0,12.73,45.39,22.9,24.42,6.48
3633,3635,Metal Gear Solid 3: Subsistence,PS2,2005,Action,Konami Digital Entertainment,0.34,0.01,0.15,0.06,0.55,61.82,1.82,27.27,10.91,45.39,22.9,24.42,6.48
3634,3636,Sly Cooper: Thieves in Time,PS3,2013,Platform,Sony Computer Entertainment Europe,0.35,0.13,0.0,0.08,0.55,63.64,23.64,0.0,14.55,45.39,22.9,24.42,6.48
3635,3637,The Godfather (old US sales),XB,2006,Action,Electronic Arts,0.42,0.11,0.0,0.02,0.55,76.36,20.0,0.0,3.64,45.39,22.9,24.42,6.48
3636,3638,Daytona USA,SAT,1994,Racing,Sega,0.0,0.0,0.55,0.0,0.55,0.0,0.0,100.0,0.0,45.39,22.9,24.42,6.48
3637,3639,Harry Potter and the Deathly Hallows - Part 1,Wii,2010,Action,Electronic Arts,0.22,0.28,0.0,0.05,0.55,40.0,50.91,0.0,9.09,45.39,22.9,24.42,6.48
3638,3640,Tiger Woods PGA Tour 13,PS3,2012,Sports,Electronic Arts,0.24,0.22,0.0,0.09,0.55,43.64,40.0,0.0,16.36,45.39,22.9,24.42,6.48
3639,3641,WWF Raw,XB,2002,Fighting,THQ,0.4,0.13,0.0,0.02,0.55,72.73,23.64,0.0,3.64,45.39,22.9,24.42,6.48
3640,3642,Shin Super Robot Taisen,PS,1996,Role-Playing,Banpresto,0.0,0.0,0.52,0.04,0.55,0.0,0.0,94.55,7.27,45.39,22.9,24.42,6.48
3641,3643,Jump Super Stars,DS,2005,Fighting,Nintendo,0.0,0.0,0.55,0.0,0.55,0.0,0.0,100.0,0.0,45.39,22.9,24.42,6.48
3642,3644,Legends of WrestleMania,PS3,2009,Fighting,THQ,0.3,0.17,0.0,0.07,0.55,54.55,30.91,0.0,12.73,45.39,22.9,24.42,6.48
3643,3645,The Activision Decathlon,2600,1982,Sports,Activision,0.52,0.03,0.0,0.01,0.55,94.55,5.45,0.0,1.82,45.39,22.9,24.42,6.48
3644,3646,Simple 1500 Series Vol. 73: The Invaders ~Space Invaders 1500~,PS,2001,Shooter,D3Publisher,0.31,0.21,0.0,0.04,0.55,56.36,38.18,0.0,7.27,45.39,22.9,24.42,6.48
3645,3647,50 Classic Games,DS,2009,Misc,Destineer,0.52,0.0,0.0,0.04,0.55,94.55,0.0,0.0,7.27,45.39,22.9,24.42,6.48
3646,3648,Fighting Force 2,PS,1999,Action,Eidos Interactive,0.31,0.21,0.0,0.04,0.55,56.36,38.18,0.0,7.27,45.39,22.9,24.42,6.48
3647,3649,Sakura Wars,SAT,1996,Adventure,Sega,0.0,0.0,0.55,0.0,0.55,0.0,0.0,100.0,0.0,45.39,22.9,24.42,6.48
3648,3650,Yokai Sangokushi,3DS,2016,Action,Level 5,0.0,0.0,0.55,0.0,0.55,0.0,0.0,100.0,0.0,45.39,22.9,24.42,6.48
3649,3651,Extermination,PS2,2001,Action,Sony Computer Entertainment,0.21,0.16,0.12,0.05,0.55,38.18,29.09,21.82,9.09,45.39,22.9,24.42,6.48
3650,3652,Batman: Vengeance,PS2,2001,Adventure,Ubisoft,0.27,0.21,0.0,0.07,0.55,49.09,38.18,0.0,12.73,45.39,22.9,24.42,6.48
3651,3653,Unit 13,PSV,2012,Shooter,Sony Computer Entertainment,0.29,0.15,0.04,0.07,0.55,52.73,27.27,7.27,12.73,45.39,22.9,24.42,6.48
3652,3654,Tatsunoko vs. Capcom: Ultimate All-Stars,Wii,2010,Fighting,Capcom,0.32,0.16,0.03,0.05,0.55,58.18,29.09,5.45,9.09,45.39,22.9,24.42,6.48
3653,3655,TMNT,X360,2007,Action,Ubisoft,0.47,0.04,0.0,0.04,0.55,85.45,7.27,0.0,7.27,45.39,22.9,24.42,6.48
3654,3656,F.E.A.R.,PS3,2007,Shooter,Vivendi Games,0.18,0.27,0.0,0.1,0.55,32.73,49.09,0.0,18.18,45.39,22.9,24.42,6.48
3655,3657,Secret Agent Clank(US sales),PSP,2008,Platform,Sony Computer Entertainment,0.33,0.22,0.0,0.0,0.55,60.0,40.0,0.0,0.0,45.39,22.9,24.42,6.48
3656,3658,Assassin's Creed: Unity,PC,2014,Action,Ubisoft,0.17,0.33,0.0,0.05,0.55,30.91,60.0,0.0,9.09,45.39,22.9,24.42,6.48
3657,3659,Derby Stallion 04,PS2,2004,Sports,Enterbrain,0.0,0.0,0.55,0.0,0.55,0.0,0.0,100.0,0.0,45.39,22.9,24.42,6.48
3658,3660,NBA 2K8,PS3,2007,Sports,Take-Two Interactive,0.5,0.01,0.0,0.05,0.55,90.91,1.82,0.0,9.09,45.39,22.9,24.42,6.48
3659,3661,Barbie Horse Adventures: Riding Camp,DS,2008,Sports,Activision,0.51,0.0,0.0,0.04,0.55,92.73,0.0,0.0,7.27,45.39,22.9,24.42,6.48
3660,3662,CrossworDS,DS,2008,Puzzle,Deep Silver,0.51,0.0,0.0,0.04,0.55,92.73,0.0,0.0,7.27,45.39,22.9,24.42,6.48
3661,3663,Tony Hawk's Pro Skater 3,XB,2002,Sports,Activision,0.34,0.18,0.0,0.02,0.55,61.82,32.73,0.0,3.64,45.39,22.9,24.42,6.48
3662,3664,Mega Man Zero,GBA,2002,Platform,Capcom,0.22,0.08,0.24,0.01,0.55,40.0,14.55,43.64,1.82,45.39,22.9,24.42,6.48
3663,3665,Contender 2,PS,2000,Fighting,3DO,0.31,0.21,0.0,0.04,0.55,56.36,38.18,0.0,7.27,45.39,22.9,24.42,6.48
3664,3666,The Amazing Spider-Man 2 (2014),PS4,2014,Action,Activision,0.2,0.25,0.02,0.09,0.55,36.36,45.45,3.64,16.36,45.39,22.9,24.42,6.48
3665,3667,Star Wars: Dark Forces,PS,1996,Shooter,LucasArts,0.31,0.21,0.0,0.04,0.55,56.36,38.18,0.0,7.27,45.39,22.9,24.42,6.48
3666,3668,SD Gundam G Generation Zero,PS,1999,Strategy,Namco Bandai Games,0.0,0.0,0.51,0.04,0.55,0.0,0.0,92.73,7.27,45.39,22.9,24.42,6.48
3667,3669,Super Robot Taisen F,SAT,1997,Strategy,Banpresto,0.0,0.0,0.55,0.0,0.55,0.0,0.0,100.0,0.0,45.39,22.9,24.42,6.48
3668,3670,Shrek 2,XB,2004,Platform,Activision,0.4,0.13,0.0,0.02,0.55,72.73,23.64,0.0,3.64,45.39,22.9,24.42,6.48
3669,3671,Soccer Tsuku 2002: J-League Pro Soccer Club o Tsukurou!,PS2,2002,Sports,Sega,0.0,0.0,0.55,0.0,0.55,0.0,0.0,100.0,0.0,45.39,22.9,24.42,6.48
3670,3672,Time Crisis: Razing Storm,PS3,2010,Shooter,Namco Bandai Games,0.18,0.21,0.07,0.08,0.55,32.73,38.18,12.73,14.55,45.39,22.9,24.42,6.48
3671,3673,SpongeBob SquarePants: SuperSponge,GBA,2001,Action,THQ,0.39,0.15,0.0,0.01,0.55,70.91,27.27,0.0,1.82,45.39,22.9,24.42,6.48
3672,3674,Super Robot Taisen F Kanketsuhen,SAT,1998,Strategy,Banpresto,0.0,0.0,0.55,0.0,0.55,0.0,0.0,100.0,0.0,45.39,22.9,24.42,6.48
3673,3675,Enslaved: Odyssey to the West,X360,2010,Action,Namco Bandai Games,0.3,0.19,0.0,0.05,0.55,54.55,34.55,0.0,9.09,45.39,22.9,24.42,6.48
3674,3676,Rune Factory 4,3DS,2012,Role-Playing,Xseed Games,0.31,0.0,0.21,0.03,0.55,56.36,0.0,38.18,5.45,45.39,22.9,24.42,6.48
3675,3677,Summer Sports: Paradise Island,Wii,2008,Sports,Ubisoft,0.49,0.02,0.0,0.04,0.55,89.09,3.64,0.0,7.27,45.39,22.9,24.42,6.48
3676,3678,Tak and the Power of Juju,GBA,2003,Platform,THQ,0.39,0.15,0.0,0.01,0.55,70.91,27.27,0.0,1.82,45.39,22.9,24.42,6.48
3677,3679,Dynasty Warriors: Gundam 3,PS3,2010,Action,Tecmo Koei,0.11,0.05,0.36,0.02,0.55,20.0,9.09,65.45,3.64,45.39,22.9,24.42,6.48
3678,3680,Mortal Kombat 3,PS,1995,Fighting,Sony Computer Entertainment,0.29,0.2,0.02,0.04,0.55,52.73,36.36,3.64,7.27,45.39,22.9,24.42,6.48
3679,3681,Turok: Evolution,XB,2002,Shooter,Acclaim Entertainment,0.39,0.14,0.0,0.02,0.55,70.91,25.45,0.0,3.64,45.39,22.9,24.42,6.48
3680,3682,Jak X: Combat Racing,PS2,2005,Racing,Sony Computer Entertainment,0.45,0.02,0.0,0.07,0.55,81.82,3.64,0.0,12.73,45.39,22.9,24.42,6.48
3681,3683,Metro 2033,X360,2010,Shooter,THQ,0.22,0.24,0.03,0.05,0.55,40.0,43.64,5.45,9.09,45.39,22.9,24.42,6.48
3682,3684,Are You Smarter than a 5th Grader? Make the Grade,Wii,2008,Misc,THQ,0.51,0.0,0.0,0.04,0.55,92.73,0.0,0.0,7.27,45.39,22.9,24.42,6.48
3683,3685,American Idol,PS2,2003,Misc,Codemasters,0.27,0.21,0.0,0.07,0.55,49.09,38.18,0.0,12.73,45.39,22.9,24.42,6.48
3684,3686,Top Gun: Fire at Will!,PS,1996,Misc,Microprose,0.3,0.21,0.0,0.04,0.55,54.55,38.18,0.0,7.27,45.39,22.9,24.42,6.48
3685,3687,Red Dead Revolver,XB,2004,Shooter,Take-Two Interactive,0.4,0.12,0.0,0.02,0.55,72.73,21.82,0.0,3.64,45.39,22.9,24.42,6.48
3686,3688,Dragon Ball Z: Shin Budokai,PSP,2006,Fighting,Atari,0.26,0.08,0.13,0.07,0.55,47.27,14.55,23.64,12.73,45.39,22.9,24.42,6.48
3687,3689,LEGO The Hobbit,PS3,2014,Action,Warner Bros. Interactive Entertainment,0.12,0.32,0.0,0.1,0.54,22.22,59.26,0.0,18.52,45.39,22.9,24.42,6.48
3688,3690,Iron Man,PS2,2008,Action,Sega,0.36,0.0,0.0,0.19,0.54,66.67,0.0,0.0,35.19,45.39,22.9,24.42,6.48
3689,3691,SingStar Summer Party,PS2,2008,Misc,Sony Computer Entertainment,0.0,0.06,0.0,0.48,0.54,0.0,11.11,0.0,88.89,45.39,22.9,24.42,6.48
3690,3692,Tiger Woods PGA Tour 08,X360,2007,Sports,Electronic Arts,0.49,0.02,0.0,0.04,0.54,90.74,3.7,0.0,7.41,45.39,22.9,24.42,6.48
3691,3693,NBA Live 10,PS3,2009,Sports,Electronic Arts,0.46,0.03,0.01,0.05,0.54,85.19,5.56,1.85,9.26,45.39,22.9,24.42,6.48
3692,3694,The SpongeBob SquarePants Movie,XB,2004,Platform,THQ,0.4,0.12,0.0,0.02,0.54,74.07,22.22,0.0,3.7,45.39,22.9,24.42,6.48
3693,3695,FIFA Soccer 07,XB,2006,Sports,Electronic Arts,0.16,0.35,0.0,0.04,0.54,29.63,64.81,0.0,7.41,45.39,22.9,24.42,6.48
3694,3696,Gekikuukan Pro Yakyuu: At the End of the Century 1999,PS2,2000,Sports,SquareSoft,0.0,0.0,0.54,0.0,0.54,0.0,0.0,100.0,0.0,45.39,22.9,24.42,6.48
3695,3697,Medarot 2: Kabuto / Kuwagata Version,GB,1999,Role-Playing,Imagineer,0.0,0.0,0.54,0.0,0.54,0.0,0.0,100.0,0.0,45.39,22.9,24.42,6.48
3696,3698,Excite Truck,Wii,2006,Racing,Nintendo,0.4,0.03,0.08,0.04,0.54,74.07,5.56,14.81,7.41,45.39,22.9,24.42,6.48
3697,3699,Sacred 2: Fallen Angel,X360,2009,Role-Playing,Deep Silver,0.29,0.17,0.04,0.05,0.54,53.7,31.48,7.41,9.26,45.39,22.9,24.42,6.48
3698,3700,System 3 presents Ferrari Challenge Trofeo Pirelli,Wii,2008,Racing,System 3 Arcade Software,0.07,0.4,0.0,0.07,0.54,12.96,74.07,0.0,12.96,45.39,22.9,24.42,6.48
3699,3701,Dance Dance Revolution Ultramix,XB,2003,Simulation,Konami Digital Entertainment,0.42,0.11,0.0,0.02,0.54,77.78,20.37,0.0,3.7,45.39,22.9,24.42,6.48
3700,3702,ModNation Racers,PSP,2010,Racing,Sony Computer Entertainment,0.11,0.27,0.02,0.14,0.54,20.37,50.0,3.7,25.93,45.39,22.9,24.42,6.48
3701,3703,Crash Tag Team Racing,PS2,2005,Racing,Vivendi Games,0.27,0.21,0.0,0.07,0.54,50.0,38.89,0.0,12.96,45.39,22.9,24.42,6.48
3702,3704,Two Worlds II,X360,2011,Role-Playing,Unknown,0.4,0.08,0.03,0.04,0.54,74.07,14.81,5.56,7.41,45.39,22.9,24.42,6.48
3703,3705,Sonic & All-Stars Racing Transformed,PS3,2012,Racing,Sega,0.08,0.33,0.01,0.11,0.54,14.81,61.11,1.85,20.37,45.39,22.9,24.42,6.48
3704,3706,Michael Jackson: The Experience,PS3,2011,Misc,Ubisoft,0.25,0.2,0.0,0.08,0.54,46.3,37.04,0.0,14.81,45.39,22.9,24.42,6.48
3705,3707,Front Mission 4,PS2,2003,Strategy,Square Enix,0.14,0.11,0.25,0.04,0.54,25.93,20.37,46.3,7.41,45.39,22.9,24.42,6.48
3706,3708,The Fairly Odd Parents: Breakin' Da Rules,GBA,2003,Platform,THQ,0.39,0.14,0.0,0.01,0.54,72.22,25.93,0.0,1.85,45.39,22.9,24.42,6.48
3707,3709,LEGO Dimensions,PS3,2015,Action,Warner Bros. Interactive Entertainment,0.15,0.3,0.0,0.09,0.54,27.78,55.56,0.0,16.67,45.39,22.9,24.42,6.48
3708,3710,Inazuma Eleven,DS,2008,Role-Playing,Nintendo,0.0,0.14,0.38,0.02,0.54,0.0,25.93,70.37,3.7,45.39,22.9,24.42,6.48
3709,3711,Ninokuni: Shikkoku no Madoushi,DS,2010,Role-Playing,Level 5,0.0,0.0,0.54,0.0,0.54,0.0,0.0,100.0,0.0,45.39,22.9,24.42,6.48
3710,3712,Minecraft: Story Mode,XOne,2015,Adventure,Mojang,0.29,0.21,0.0,0.05,0.54,53.7,38.89,0.0,9.26,45.39,22.9,24.42,6.48
3711,3713,Resident Evil: Revelations 2,PS4,2015,Action,Capcom,0.13,0.24,0.1,0.07,0.54,24.07,44.44,18.52,12.96,45.39,22.9,24.42,6.48
3712,3714,Manhunt 2,Wii,2007,Action,Take-Two Interactive,0.25,0.23,0.0,0.06,0.54,46.3,42.59,0.0,11.11,45.39,22.9,24.42,6.48
3713,3715,SRS: Street Racing Syndicate,PS2,2004,Racing,Namco Bandai Games,0.26,0.21,0.0,0.07,0.54,48.15,38.89,0.0,12.96,45.39,22.9,24.42,6.48
3714,3716,Despicable Me: The Game - Minion Mayhem,DS,2010,Puzzle,D3Publisher,0.42,0.09,0.0,0.04,0.54,77.78,16.67,0.0,7.41,45.39,22.9,24.42,6.48
3716,3718,Action Force,2600,1982,Action,CPG Products,0.5,0.03,0.0,0.01,0.54,92.59,5.56,0.0,1.85,45.39,22.9,24.42,6.48
3717,3719,Gauntlet Legends,N64,1999,Action,Midway Games,0.43,0.1,0.0,0.01,0.54,79.63,18.52,0.0,1.85,45.39,22.9,24.42,6.48
3718,3720,FIFA 99,N64,1998,Sports,Electronic Arts,0.11,0.39,0.0,0.03,0.54,20.37,72.22,0.0,5.56,45.39,22.9,24.42,6.48
3719,3721,Kidou Senshi Gundam: Extreme VS,PS3,2011,Fighting,Namco Bandai Games,0.0,0.0,0.54,0.0,0.54,0.0,0.0,100.0,0.0,45.39,22.9,24.42,6.48
3720,3722,Dragon Ball Z: Ultimate Tenkaichi,X360,2011,Fighting,Namco Bandai Games,0.39,0.1,0.01,0.04,0.54,72.22,18.52,1.85,7.41,45.39,22.9,24.42,6.48
3721,3723,Tales of Symphonia,PS3,2013,Role-Playing,Namco Bandai Games,0.21,0.13,0.13,0.06,0.54,38.89,24.07,24.07,11.11,45.39,22.9,24.42,6.48
3722,3724,Bust A Groove,PS,1998,Misc,Sony Computer Entertainment,0.09,0.06,0.35,0.04,0.54,16.67,11.11,64.81,7.41,45.39,22.9,24.42,6.48
3723,3725,Fire Emblem: Path of Radiance,GC,2005,Action,Nintendo,0.29,0.08,0.16,0.01,0.54,53.7,14.81,29.63,1.85,45.39,22.9,24.42,6.48
3724,3726,Dragon Quest Characters: Torneko no Daibouken 3: Fushigi no Dungeon,PS2,2002,Role-Playing,Enix Corporation,0.0,0.0,0.54,0.0,0.54,0.0,0.0,100.0,0.0,45.39,22.9,24.42,6.48
3725,3727,Let's Draw!,DS,2008,Misc,Ubisoft,0.24,0.23,0.0,0.06,0.54,44.44,42.59,0.0,11.11,45.39,22.9,24.42,6.48
3726,3728,Pachi-Slot Aruze Oukoku 2,PS,1999,Misc,Aruze Corp,0.0,0.0,0.5,0.04,0.54,0.0,0.0,92.59,7.41,45.39,22.9,24.42,6.48
3727,3729,NHL 14,X360,2013,Sports,Electronic Arts,0.4,0.1,0.0,0.04,0.54,74.07,18.52,0.0,7.41,45.39,22.9,24.42,6.48
3728,3730,Valkyria Chronicles II,PSP,2010,Role-Playing,Sega,0.12,0.16,0.18,0.09,0.54,22.22,29.63,33.33,16.67,45.39,22.9,24.42,6.48
3729,3731,Middle-Earth: Shadow of Mordor,X360,2014,Action,Warner Bros. Interactive Entertainment,0.28,0.21,0.0,0.05,0.54,51.85,38.89,0.0,9.26,45.39,22.9,24.42,6.48
3730,3732,Madden NFL 13,Wii,2012,Sports,Electronic Arts,0.51,0.0,0.0,0.03,0.54,94.44,0.0,0.0,5.56,45.39,22.9,24.42,6.48
3731,3733,Rune Factory 2: A Fantasy Harvest Moon,DS,2008,Role-Playing,Rising Star Games,0.33,0.03,0.15,0.03,0.54,61.11,5.56,27.78,5.56,45.39,22.9,24.42,6.48
3732,3734,Terminator Salvation,PS3,2009,Shooter,Warner Bros. Interactive Entertainment,0.13,0.29,0.01,0.11,0.54,24.07,53.7,1.85,20.37,45.39,22.9,24.42,6.48
3733,3735,Cars 2,PS3,2011,Racing,Disney Interactive Studios,0.22,0.23,0.0,0.09,0.54,40.74,42.59,0.0,16.67,45.39,22.9,24.42,6.48
3734,3736,Bratz: Rock Angelz,GBA,2004,Misc,THQ,0.39,0.14,0.0,0.01,0.54,72.22,25.93,0.0,1.85,45.39,22.9,24.42,6.48
3735,3737,How to Train Your Dragon,DS,2010,Action,Activision,0.32,0.17,0.0,0.05,0.54,59.26,31.48,0.0,9.26,45.39,22.9,24.42,6.48
3736,3738,SSX Tricky,GC,2001,Sports,Electronic Arts,0.42,0.11,0.0,0.01,0.54,77.78,20.37,0.0,1.85,45.39,22.9,24.42,6.48
3737,3739,WWE SmackDown vs. Raw 2010,DS,2009,Fighting,THQ,0.35,0.14,0.0,0.05,0.54,64.81,25.93,0.0,9.26,45.39,22.9,24.42,6.48
3738,3740,Greg Hastings' Tournament Paintball,XB,2004,Shooter,Activision,0.46,0.06,0.0,0.02,0.54,85.19,11.11,0.0,3.7,45.39,22.9,24.42,6.48
3739,3741,Hello Kitty: Big City Dreams,DS,2008,Puzzle,Empire Interactive,0.42,0.08,0.0,0.04,0.54,77.78,14.81,0.0,7.41,45.39,22.9,24.42,6.48
3740,3742,Star Fox Command,DS,2006,Shooter,Nintendo,0.39,0.01,0.1,0.04,0.54,72.22,1.85,18.52,7.41,45.39,22.9,24.42,6.48
3741,3743,World Soccer Winning Eleven 7 International (JP version),PS2,2004,Sports,Konami Digital Entertainment,0.0,0.0,0.54,0.0,0.54,0.0,0.0,100.0,0.0,45.39,22.9,24.42,6.48
3742,3744,ESPN NBA Basketball,PS2,2003,Sports,Sega,0.26,0.21,0.0,0.07,0.54,48.15,38.89,0.0,12.96,45.39,22.9,24.42,6.48
3743,3745,Inazuma Eleven GO,3DS,2011,Role-Playing,Nintendo,0.0,0.05,0.48,0.0,0.54,0.0,9.26,88.89,0.0,45.39,22.9,24.42,6.48
3744,3746,Over the Hedge,PS2,2006,Platform,Activision,0.45,0.02,0.0,0.07,0.54,83.33,3.7,0.0,12.96,45.39,22.9,24.42,6.48
3745,3747,Mat Hoffman's Pro BMX,PS,2001,Sports,Activision,0.3,0.2,0.0,0.04,0.54,55.56,37.04,0.0,7.41,45.39,22.9,24.42,6.48
3746,3748,Lego Star Wars: The Force Awakens,PS4,2016,Action,Warner Bros. Interactive Entertainment,0.14,0.32,0.0,0.08,0.54,25.93,59.26,0.0,14.81,45.39,22.9,24.42,6.48
3747,3749,Epic Mickey 2: The Power of Two,X360,2012,Action,Disney Interactive Studios,0.32,0.17,0.0,0.04,0.54,59.26,31.48,0.0,7.41,45.39,22.9,24.42,6.48
3748,3750,Popeye,2600,1982,Platform,Parker Bros.,0.5,0.03,0.0,0.01,0.54,92.59,5.56,0.0,1.85,45.39,22.9,24.42,6.48
3749,3751,Magician's Quest: Mysterious Times,DS,2008,Role-Playing,Konami Digital Entertainment,0.04,0.01,0.48,0.0,0.54,7.41,1.85,88.89,0.0,45.39,22.9,24.42,6.48
3750,3752,The Hobbit,PS2,2003,Platform,Vivendi Games,0.26,0.2,0.0,0.07,0.54,48.15,37.04,0.0,12.96,45.39,22.9,24.42,6.48
3751,3753,War of the Monsters,PS2,2003,Fighting,Sony Computer Entertainment,0.26,0.2,0.0,0.07,0.54,48.15,37.04,0.0,12.96,45.39,22.9,24.42,6.48
3752,3754,Tales of Symphonia: Dawn of the New World,Wii,2008,Role-Playing,Namco Bandai Games,0.22,0.05,0.24,0.03,0.54,40.74,9.26,44.44,5.56,45.39,22.9,24.42,6.48
3754,3756,The Incredible Hulk: Ultimate Destruction,PS2,2005,Action,Vivendi Games,0.26,0.2,0.0,0.07,0.54,48.15,37.04,0.0,12.96,45.39,22.9,24.42,6.48
3755,3757,Star Wars Battlefront (2015),PC,2015,Shooter,Electronic Arts,0.13,0.37,0.0,0.04,0.54,24.07,68.52,0.0,7.41,45.39,22.9,24.42,6.48
3756,3758,"Sakura Taisen 2 - Kimi, Shinitamou Koto Nakare",SAT,1998,Adventure,Sega,0.0,0.0,0.53,0.0,0.53,0.0,0.0,100.0,0.0,45.39,22.9,24.42,6.48
3757,3759,Jewel Master Egypt,DS,2009,Puzzle,Rondomedia,0.21,0.27,0.0,0.05,0.53,39.62,50.94,0.0,9.43,45.39,22.9,24.42,6.48
3758,3760,Time Crisis II,PS2,2001,Shooter,Namco Bandai Games,0.26,0.2,0.0,0.07,0.53,49.06,37.74,0.0,13.21,45.39,22.9,24.42,6.48
3759,3761,Clock Tower,PS,1996,Adventure,ASCII Entertainment,0.07,0.05,0.38,0.03,0.53,13.21,9.43,71.7,5.66,45.39,22.9,24.42,6.48
3760,3762,NCAA March Madness 06,PS2,2005,Sports,Electronic Arts,0.45,0.02,0.0,0.07,0.53,84.91,3.77,0.0,13.21,45.39,22.9,24.42,6.48
3761,3763,SpongeBob SquarePants featuring Nicktoons: Globs of Doom,Wii,2008,Action,THQ,0.49,0.0,0.0,0.04,0.53,92.45,0.0,0.0,7.55,45.39,22.9,24.42,6.48
3762,3764,Jampack Volume 11,PS2,2004,Misc,Sony Computer Entertainment,0.26,0.2,0.0,0.07,0.53,49.06,37.74,0.0,13.21,45.39,22.9,24.42,6.48
3763,3765,Dragon's Crown,PS3,2013,Role-Playing,Nippon Ichi Software,0.25,0.07,0.17,0.05,0.53,47.17,13.21,32.08,9.43,45.39,22.9,24.42,6.48
3764,3766,Tactics Ogre: Let Us Cling Together,PSP,2010,Role-Playing,Square Enix,0.15,0.07,0.27,0.05,0.53,28.3,13.21,50.94,9.43,45.39,22.9,24.42,6.48
3765,3767,Legacy of Kain: Defiance,PS2,2003,Action,Eidos Interactive,0.26,0.2,0.0,0.07,0.53,49.06,37.74,0.0,13.21,45.39,22.9,24.42,6.48
3767,3769,NCAA March Madness 2005,PS2,2004,Sports,Electronic Arts,0.44,0.02,0.0,0.07,0.53,83.02,3.77,0.0,13.21,45.39,22.9,24.42,6.48
3768,3770,007 Racing,PS,2000,Racing,Electronic Arts,0.3,0.2,0.0,0.03,0.53,56.6,37.74,0.0,5.66,45.39,22.9,24.42,6.48
